case,fgc,med,rec,rem,work
AKS,494,12,2,494,620454
AKS,498,12,2,498,622263
AKS,504,12,2,504,628729
AKS,497,12,2,497,627010
AKS,514,12,2,514,635343
AKS,494,12,2,494,608222
AKS,536,12,2,536,637290
AKS,504,12,2,504,620621
AKS,522,12,2,522,630021
AKS,498,12,2,498,623400
AKS,494,12,2,494,627668
AKS,530,12,2,530,637751
AKS,494,12,2,494,623003
AKS,514,12,2,514,655534
AKS,524,12,2,524,635403
AKS,500,8,2,500,626692
AKS,493,8,2,493,627786
AKS,492,12,2,492,617657
AKS,507,12,2,507,649244
AKS,505,12,2,505,646679
AKS,550,12,2,550,630486
AKS,545,12,2,545,625328
AKS,500,12,2,500,616080
AKS,514,12,2,514,621087
AKS,500,12,2,500,626223
AKS,522,12,2,522,611829
AKS,502,8,2,502,622876
AKS,514,12,2,514,631351
AKS,505,12,2,505,617416
AKS,501,12,2,501,631861
AKS,600,12,2,600,625361
AKS,515,12,2,515,618557
AKS,512,12,2,512,645500
AKS,510,8,2,510,613955
AKS,497,12,2,497,628640
AKS,500,8,2,500,630244
AKS,497,12,2,497,624553
AKS,501,12,2,501,615719
AKS,500,12,2,500,622870
AKS,500,12,2,500,616156
AKS,495,12,2,495,617124
AKS,516,12,2,516,624190
AKS,503,12,2,503,624530
AKS,498,12,2,498,615967
AKS,498,12,2,498,622430
AKS,495,8,2,495,624452
AKS,513,12,2,513,632994
AKS,511,12,2,511,623485
AKS,577,12,2,577,637832
AKS,516,12,2,516,622839
AKS,507,8,1,507,548232
AKS,491,12,2,491,621519
AKS,484,12,2,484,619056
AKS,498,12,2,498,635361
AKS,535,12,2,535,631500
AKS,549,12,2,549,637835
AKS,508,12,2,508,631405
AKS,502,12,2,502,615581
AKS,513,12,2,513,644260
AKS,525,12,2,525,630657
AKS,500,8,2,500,621413
AKS,503,12,2,503,629872
AKS,505,12,2,505,620819
AKS,502,12,2,502,633201
AKS,510,12,2,510,626665
AKS,484,12,2,484,615218
AKS,517,12,2,517,638908
AKS,505,12,2,505,624516
AKS,547,12,2,547,633914
